Equipment_ID,Date,Maintenance_Type,Issue_Description,Target
Equipment_3,2023-05-17,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-06-22,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-09-09,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-03-09,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-10-09,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-01-04,Preventive Maintenance,Wear and Tear,Failure
Equipment_3,2022-12-08,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-04-29,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-01-26,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-08-06,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-05-06,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-09-03,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-01-30,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-07-01,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-10-13,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2022-12-24,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-07-08,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-01-22,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-10-09,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-04-18,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-09-08,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-07-29,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-07-06,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2022-12-08,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-01-24,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-03-22,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-03-07,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-09-25,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-09-06,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-01-21,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2022-11-12,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-07-09,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-02-12,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-09-15,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-07-20,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-09-04,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2022-12-30,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-09-10,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-12-15,Corrective Maintenance,Sensor Failure,Failure
Equipment_3,2023-05-23,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2022-11-21,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-07-06,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-05-22,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2022-10-29,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-05-21,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-03-09,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-08-21,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-01-10,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-01-26,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-01-05,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-06-30,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-08-30,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2022-12-06,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2022-11-02,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-07-09,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-10-13,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-02-15,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-08-22,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2022-12-02,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2022-11-12,Preventive Maintenance,Normal Maintenance,Failure
Equipment_3,2023-05-04,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2023-04-30,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-08-09,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-09-05,Preventive Maintenance,Sensor Failure,Failure
Equipment_2,2023-05-25,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-09-28,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-04-27,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-09-11,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2022-11-23,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-05-22,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2023-04-08,Corrective Maintenance,Sensor Failure,Failure
Equipment_1,2022-10-26,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-12-07,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-05-09,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2022-11-14,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2023-02-05,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2022-12-25,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-11-02,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-09-28,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2022-11-23,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-03-26,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-05-27,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-07-10,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-05-11,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2022-11-29,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_2,2023-05-29,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-04-04,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-08-18,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2022-10-19,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-12-28,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2022-12-16,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-10-30,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-07-05,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-08-31,Preventive Maintenance,Sensor Failure,Failure
Equipment_3,2023-04-28,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-09-01,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2022-11-11,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-07-27,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-02-04,Preventive Maintenance,Vibration Issue,Failure
Equipment_2,2023-03-22,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-08-09,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-09-19,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-04-29,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-10-11,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2022-11-16,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2022-11-17,Scheduled Inspection,Vibration Issue,Failure
Equipment_1,2023-08-31,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-04-18,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-04-05,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-09-19,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-09-06,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-06-26,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2022-12-26,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2022-11-07,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2022-12-07,Corrective Maintenance,Vibration Issue,Failure
Equipment_1,2023-08-24,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-06-24,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-08-27,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2022-11-12,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2022-12-25,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-06-12,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-04-15,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-04-15,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-01-12,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-05-07,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2022-11-16,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-10-12,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-02-15,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-04-25,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2022-10-31,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-08-09,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-06-16,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2022-12-15,Scheduled Inspection,Wear and Tear,Failure
Equipment_2,2023-06-19,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-06-08,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-07-18,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2022-11-18,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-05-10,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-07-20,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-09-27,Preventive Maintenance,Vibration Issue,Failure
Equipment_3,2023-06-09,Scheduled Inspection,Sensor Failure,Failure
Equipment_2,2023-01-29,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-03-17,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-03-15,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-08-13,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-09-04,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-01-29,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_1,2023-02-21,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-04-01,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2022-10-25,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-08-22,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2023-09-14,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_1,2022-11-09,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-06-01,Scheduled Inspection,Normal Maintenance,Failure
Equipment_2,2023-08-09,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-03-13,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2022-10-25,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2023-03-03,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-01-27,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-08-27,Preventive Maintenance,Wear and Tear,Failure
Equipment_2,2023-10-09,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2022-11-30,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-04-04,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-03-30,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-05-11,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-09-10,Scheduled Inspection,Sensor Failure,Failure
Equipment_3,2023-08-07,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-04-14,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-09-24,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-05-20,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_3,2023-05-08,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-04-11,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_1,2023-07-18,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2023-05-11,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2022-10-24,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-08-08,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-10-06,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2023-05-06,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_2,2022-11-20,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-07-16,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-03-23,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-05-20,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_1,2023-03-08,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-06-01,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-07-03,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-02-23,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-02-22,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-04-26,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_3,2023-07-07,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-06-21,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_3,2023-10-05,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-01-24,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-09-27,Preventive Maintenance,Wear and Tear,Maintenance
Equipment_3,2023-08-10,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_3,2023-08-24,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2023-01-12,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2022-12-04,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-04-04,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-09-14,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-01-01,Preventive Maintenance,Vibration Issue,Failure
Equipment_3,2023-01-15,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-04-29,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-03-22,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_1,2023-02-14,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_2,2022-12-20,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2022-10-21,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2022-12-18,Scheduled Inspection,Wear and Tear,Failure
Equipment_1,2023-04-17,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2022-10-19,Scheduled Inspection,Vibration Issue,Failure
Equipment_2,2023-07-18,Corrective Maintenance,Normal Maintenance,Failure
Equipment_1,2022-12-30,Corrective Maintenance,Vibration Issue,Maintenance
Equipment_2,2022-11-18,Preventive Maintenance,Normal Maintenance,Failure
Equipment_2,2023-01-06,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-10-02,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2022-10-26,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-06-15,Corrective Maintenance,Sensor Failure,Failure
Equipment_2,2023-10-09,Scheduled Inspection,Wear and Tear,Maintenance
Equipment_2,2023-03-07,Scheduled Inspection,Normal Maintenance,Failure
Equipment_1,2023-08-25,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2022-10-21,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2023-08-06,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-05-04,Preventive Maintenance,Normal Maintenance,Maintenance
Equipment_2,2023-05-25,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2022-10-17,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-08-16,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-09-08,Corrective Maintenance,Vibration Issue,Failure
Equipment_3,2023-07-25,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-05-12,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_1,2022-11-25,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-07-02,Corrective Maintenance,Normal Maintenance,Maintenance
Equipment_3,2022-12-15,Corrective Maintenance,Wear and Tear,Failure
Equipment_1,2022-11-16,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-09-03,Corrective Maintenance,Normal Maintenance,Failure
Equipment_3,2023-08-29,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-05-21,Preventive Maintenance,Wear and Tear,Failure
Equipment_1,2023-05-07,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2022-10-28,Scheduled Inspection,Sensor Failure,Maintenance
Equipment_1,2023-09-16,Scheduled Inspection,Normal Maintenance,Maintenance
Equipment_1,2023-05-13,Corrective Maintenance,Wear and Tear,Maintenance
Equipment_2,2023-06-25,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2022-11-08,Scheduled Inspection,Normal Maintenance,Failure
Equipment_3,2023-03-23,Preventive Maintenance,Sensor Failure,Maintenance
Equipment_3,2023-01-26,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_1,2023-09-22,Corrective Maintenance,Sensor Failure,Maintenance
Equipment_2,2023-03-10,Scheduled Inspection,Wear and Tear,Failure
Equipment_3,2023-07-31,Scheduled Inspection,Vibration Issue,Failure
Equipment_3,2022-11-27,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_3,2022-11-19,Preventive Maintenance,Vibration Issue,Maintenance
Equipment_2,2023-09-26,Scheduled Inspection,Sensor Failure,Failure
Equipment_1,2023-09-13,Preventive Maintenance,Normal Maintenance,Failure
Equipment_1,2023-07-07,Preventive Maintenance,Vibration Issue,Failure
Equipment_1,2023-10-04,Corrective Maintenance,Normal Maintenance,Failure
Equipment_2,2023-03-24,Preventive Maintenance,Sensor Failure,Failure
Equipment_1,2023-07-11,Corrective Maintenance,Vibration Issue,Failure
Equipment_2,2023-09-27,Scheduled Inspection,Vibration Issue,Maintenance
Equipment_2,2023-01-27,Corrective Maintenance,Wear and Tear,Failure
Equipment_2,2023-09-22,Corrective Maintenance,Wear and Tear,Failure
